GENE PRODUCT DB	Protein.Group	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	O14975	SLC27A2	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:10198260		9606	UniProt		C
UniProtKB	O14975	SLC27A2	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:10640429		9606	UniProt	part_of(UBERON:0002107)|part_of(CL:0002620)	C
UniProtKB	O14975	SLC27A2	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-389622		9606	Reactome		C
UniProtKB	O14975	SLC27A2	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-389632		9606	Reactome		C
UniProtKB	O14975	SLC27A2	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033235		9606	Reactome		C
UniProtKB	O15228	GNPAT	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002488810|RGD:620179	9606	GO_Central		C
UniProtKB	O15228	GNPAT	located_in	GO:0005777	peroxisome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028353	9606	InterPro		C
UniProtKB	O15228	GNPAT	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0576	9606	UniProt		C
UniProtKB	O15228	GNPAT	located_in	GO:0005777	peroxisome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P98192|ensembl:ENSMUSP00000034466	9606	Ensembl		C
UniProtKB	O15228	GNPAT	located_in	GO:0005777	peroxisome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ES71|ensembl:ENSRNOP00000026617	9606	Ensembl		C
UniProtKB	O15228	GNPAT	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:15687349		9606	UniProt		C
UniProtKB	O15228	GNPAT	located_in	GO:0005777	peroxisome	ECO:0000303	NAS	PMID:9459311		9606	UniProt		C
UniProtKB	O15228	GNPAT	located_in	GO:0005778	peroxisomal membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0203	9606	UniProt		C
UniProtKB	O15228	GNPAT	located_in	GO:0005778	peroxisomal membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ES71|ensembl:ENSRNOP00000026617	9606	Ensembl		C
UniProtKB	O15228	GNPAT	located_in	GO:0005778	peroxisomal membrane	ECO:0007005	HDA	PMID:21525035		9606	UniProt		C
UniProtKB	O15228	GNPAT	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-1483002		9606	Reactome		C
UniProtKB	O15228	GNPAT	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033235		9606	Reactome		C
UniProtKB	O15228	GNPAT	located_in	GO:0005782	peroxisomal matrix	ECO:0000304	TAS	Reactome:R-HSA-390427		9606	Reactome		C
UniProtKB	O15228	GNPAT	located_in	GO:0005782	peroxisomal matrix	ECO:0000304	TAS	Reactome:R-HSA-75879		9606	Reactome		C
UniProtKB	O15254	ACOX3	is_active_in	GO:0005777	peroxisome	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0032775|MGI:MGI:1330812|PANTHER:PTN000097533|RGD:619757|RGD:628684|RGD:69245|SGD:S000003173|TAIR:locus:2129121|UniProtKB:O15254|UniProtKB:Q15067|UniProtKB:Q5AY78|UniProtKB:Q99424|WB:WBGene00008564|WB:WBGene00019060	9606	GO_Central		C
UniProtKB	O15254	ACOX3	located_in	GO:0005777	peroxisome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002655|InterPro:IPR012258	9606	InterPro		C
UniProtKB	O15254	ACOX3	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0576	9606	UniProt		C
UniProtKB	O15254	ACOX3	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0204	9606	UniProt		C
UniProtKB	O15254	ACOX3	located_in	GO:0005777	peroxisome	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00028589	9606	UniProt		C
UniProtKB	O15254	ACOX3	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:8993592		9606	UniProt	part_of(UBERON:0001113)	C
UniProtKB	O15254	ACOX3	located_in	GO:0005782	peroxisomal matrix	ECO:0000304	TAS	Reactome:R-HSA-389891		9606	Reactome		C
UniProtKB	O15254	ACOX3	located_in	GO:0005782	peroxisomal matrix	ECO:0000304	TAS	Reactome:R-HSA-9033235		9606	Reactome		C
UniProtKB	O43581	SYT7	located_in	GO:0005777	peroxisome	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9R0N7	9606	UniProt		C
UniProtKB	O43581	SYT7	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0576	9606	UniProt		C
UniProtKB	O43581	SYT7	located_in	GO:0005778	peroxisomal membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0203	9606	UniProt		C
UniProtKB	O43808	SLC25A17	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1342248|PANTHER:PTN001942724|UniProtKB:O43808	9606	GO_Central		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0576	9606	UniProt		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:9874197		9606	BHF-UCL		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0203	9606	UniProt		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70579|ensembl:ENSMUSP00000023040	9606	Ensembl		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:11121399		9606	BHF-UCL		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:11402059		9606	BHF-UCL		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:11402059		9606	UniProt		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:14709540		9606	UniProt		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:21153762		9606	UniProt		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-389652		9606	Reactome		C
UniProtKB	O43808	SLC25A17	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9603775		9606	Reactome		C
UniProtKB	O43933	PEX1	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000554669|RGD:1559939|SGD:S000001680|UniProtKB:O43933	9606	GO_Central		C
UniProtKB	O43933	PEX1	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:21362118		9606	UniProt		C
UniProtKB	O43933	PEX1	located_in	GO:0005777	peroxisome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015342	9606	InterPro		C
UniProtKB	O43933	PEX1	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0576	9606	UniProt		C
UniProtKB	O43933	PEX1	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	O43933	PEX1	located_in	GO:0005777	peroxisome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5BL07|ensembl:ENSMUSP00000113304	9606	Ensembl		C
UniProtKB	O43933	PEX1	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:16854980		9606	UniProt		C
UniProtKB	O43933	PEX1	located_in	GO:0005778	peroxisomal membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0203	9606	UniProt		C
UniProtKB	O43933	PEX1	located_in	GO:0005778	peroxisomal membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZZB2|ensembl:ENSRNOP00000032605	9606	Ensembl		C
UniProtKB	O43933	PEX1	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:11439091		9606	UniProt		C
UniProtKB	O43933	PEX1	located_in	GO:0005778	peroxisomal membrane	ECO:0007005	HDA	PMID:21525035		9606	UniProt		C
UniProtKB	O60488	ACSL4	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0576	9606	UniProt		C
UniProtKB	O60488	ACSL4	located_in	GO:0005778	peroxisomal membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0203	9606	UniProt		C
UniProtKB	O60683	PEX10	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000598603|RGD:1591776|SGD:S000002673|UniProtKB:O60683	9606	GO_Central		C
UniProtKB	O60683	PEX10	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:12751901		9606	UniProt		C
UniProtKB	O60683	PEX10	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:9090384		9606	UniProt		C
UniProtKB	O60683	PEX10	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:9922452		9606	UniProt		C
UniProtKB	O60683	PEX10	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0576	9606	UniProt		C
UniProtKB	O60683	PEX10	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:9922452		9606	MGI		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR025654	9606	InterPro		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0203	9606	UniProt		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZC81|ensembl:ENSRNOP00000031473	9606	Ensembl		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-8953917		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-8953946		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033235		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033236		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033485		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033499		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033514		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033516		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033527		9606	Reactome		C
UniProtKB	O60683	PEX10	located_in	GO:0005778	peroxisomal membrane	ECO:0000304	TAS	Reactome:R-HSA-9033533		9606	Reactome		C
UniProtKB	O75192	PEX11A	is_active_in	GO:0005778	peroxisomal membrane	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000291586|RGD:1310353|RGD:619842|SGD:S000005507|TAIR:locus:2050694|TAIR:locus:2099590|TAIR:locus:2101012|TAIR:locus:2198150|TAIR:locus:2202430|UniProtKB:O75192|UniProtKB:O96011	9606	GO_Central		C
UniProtKB	O75192	PEX11A	located_in	GO:0005777	peroxisome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0576	9606	UniProt		C
UniProtKB	O75192	PEX11A	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:18782765		9606	UniProt		C
UniProtKB	O75192	PEX11A	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:19114594		9606	UniProt		C
UniProtKB	O75192	PEX11A	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:20826455		9606	UniProt		C
UniProtKB	O75192	PEX11A	located_in	GO:0005777	peroxisome	ECO:0000314	IDA	PMID:9922452		9606	MGI		C
UniProtKB	O75192	PEX11A	located_in	GO:0005778	peroxisomal membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008733	9606	InterPro		C
UniProtKB	O75192	PEX11A	located_in	GO:0005778	peroxisomal membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0203	9606	UniProt		C
UniProtKB	O75192	PEX11A	located_in	GO:0005778	peroxisomal membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70597|ensembl:ENSRNOP00000020229	9606	Ensembl		C
UniProtKB	O75192	PEX11A	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:9714566		9606	UniProt		C
UniProtKB	O75192	PEX11A	located_in	GO:0005778	peroxisomal membrane	ECO:0000314	IDA	PMID:9792670		9606	UniProt		C
