GENE PRODUCT DB	Protein.Group	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A4D0S9	IMMP2L	involved_in	GO:0006627	protein processing involved in protein targeting to mitochondrion	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037730	9606	InterPro		P
UniProtKB	A4D0S9	IMMP2L	involved_in	GO:0006627	protein processing involved in protein targeting to mitochondrion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BPT6|ensembl:ENSMUSP00000118779	9606	Ensembl		P
UniProtKB	B1AP22	PSEN2	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	B2R8G3	B2R8G3	involved_in	GO:0016540	protein autoprocessing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001767	9606	InterPro		P
UniProtKB	B3KNM6	B3KNM6	involved_in	GO:0071586	CAAX-box protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027057	9606	InterPro		P
UniProtKB	B3KNM6	B3KNM6	involved_in	GO:0071586	CAAX-box protein processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001080772	9606	UniProt		P
UniProtKB	B3KQT0	B3KQT0	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009294	9606	InterPro		P
UniProtKB	B3KQT0	B3KQT0	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001693790	9606	UniProt		P
UniProtKB	B4DDB9	B4DDB9	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009582	9606	InterPro		P
UniProtKB	B4DDB9	B4DDB9	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001527780	9606	UniProt		P
UniProtKB	B4DHB2	B4DHB2	involved_in	GO:0016540	protein autoprocessing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026932	9606	InterPro		P
UniProtKB	B4DI03	SEC11C	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001733|InterPro:IPR019533	9606	InterPro		P
UniProtKB	B4DI03	SEC11C	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000143759	9606	UniProt		P
UniProtKB	B4DJN0	B4DJN0	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008710	9606	InterPro		P
UniProtKB	B4DMX8	B4DMX8	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009294	9606	InterPro		P
UniProtKB	B4DMX8	B4DMX8	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001693790	9606	UniProt		P
UniProtKB	B4DN26	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026280	9606	InterPro		P
UniProtKB	B4DNJ1	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026280	9606	InterPro		P
UniProtKB	B4DQN1	B4DQN1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009294	9606	InterPro		P
UniProtKB	B4DQN1	B4DQN1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001693790	9606	UniProt		P
UniProtKB	B4DR82	B4DR82	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008710	9606	InterPro		P
UniProtKB	B4DRD3	B4DRD3	involved_in	GO:0031639	plasminogen activation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026280	9606	InterPro		P
UniProtKB	B4DUG7	B4DUG7	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009294	9606	InterPro		P
UniProtKB	B4DUG7	B4DUG7	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001693790	9606	UniProt		P
UniProtKB	B4DV92	B4DV92	involved_in	GO:0031639	plasminogen activation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026280	9606	InterPro		P
UniProtKB	B4DVM3	B4DVM3	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	B4DZA3	B4DZA3	involved_in	GO:0016486	peptide hormone processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017052	9606	InterPro		P
UniProtKB	B4E1Y7	B4E1Y7	involved_in	GO:0016486	peptide hormone processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017052	9606	InterPro		P
UniProtKB	B7Z8T5	B7Z8T5	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	B8ZX62	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026280	9606	InterPro		P
UniProtKB	C9JBL1	SPCS1	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009542	9606	InterPro		P
UniProtKB	C9JQE1	IMMP2L	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019533|InterPro:IPR037730	9606	InterPro		P
UniProtKB	C9JQE1	IMMP2L	involved_in	GO:0006627	protein processing involved in protein targeting to mitochondrion	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037730	9606	InterPro		P
UniProtKB	C9JVB0	IMMP2L	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019533|InterPro:IPR037730	9606	InterPro		P
UniProtKB	C9JVB0	IMMP2L	involved_in	GO:0006627	protein processing involved in protein targeting to mitochondrion	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037730	9606	InterPro		P
UniProtKB	D9ZGF9	SHH	involved_in	GO:0016539	intein-mediated protein splicing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006141	9606	InterPro		P
UniProtKB	D9ZGF9	SHH	involved_in	GO:0016540	protein autoprocessing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001767	9606	InterPro		P
UniProtKB	E5RFW4	PSEN2	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	E5RG63	PSEN2	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	E5RHT1	PSEN2	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	E7EQE7	CORIN	involved_in	GO:0016486	peptide hormone processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017052	9606	InterPro		P
UniProtKB	E7ESF4	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026280	9606	InterPro		P
UniProtKB	E9PI08	RCE1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00028812	9606	UniProt		P
UniProtKB	E9PI08	RCE1	involved_in	GO:0071586	CAAX-box protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003675|InterPro:IPR039731	9606	InterPro		P
UniProtKB	E9PI68	SPCS2	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009582	9606	InterPro		P
UniProtKB	E9PI68	SPCS2	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001527780	9606	UniProt		P
UniProtKB	E9PIG6	IMMP1L	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019533	9606	InterPro		P
UniProtKB	E9PKA7	RCE1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00028812	9606	UniProt		P
UniProtKB	E9PKA7	RCE1	involved_in	GO:0071586	CAAX-box protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003675|InterPro:IPR039731	9606	InterPro		P
UniProtKB	E9PL01	SPCS2	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009582	9606	InterPro		P
UniProtKB	E9PL01	SPCS2	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001527780	9606	UniProt		P
UniProtKB	E9PNR7	IMMP1L	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019533	9606	InterPro		P
UniProtKB	E9PPV9	RCE1	involved_in	GO:0071586	CAAX-box protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039731	9606	InterPro		P
UniProtKB	E9PR99	IMMP1L	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019533	9606	InterPro		P
UniProtKB	E9PRB9	SPCS2	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009582	9606	InterPro		P
UniProtKB	E9PRB9	SPCS2	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001527780	9606	UniProt		P
UniProtKB	F6KSZ4	DHH	involved_in	GO:0016540	protein autoprocessing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001767	9606	InterPro		P
UniProtKB	F8VVR8	MYRFL	involved_in	GO:0016540	protein autoprocessing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026932	9606	InterPro		P
UniProtKB	G3V2G7	PSEN1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	G3V3Z0	PSEN1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	G3V4M0	PSEN1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	G3V4P4	PSEN1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	G3V519	PSEN1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	H0Y3Z4	NCSTN	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008710	9606	InterPro		P
UniProtKB	H0Y6T7	NCSTN	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008710	9606	InterPro		P
UniProtKB	H0YE04	SPCS2	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009582	9606	InterPro		P
UniProtKB	H0YE04	SPCS2	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001527780	9606	UniProt		P
UniProtKB	H0YHI9	MYRFL	involved_in	GO:0016540	protein autoprocessing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026932	9606	InterPro		P
UniProtKB	H0YKT4	SEC11A	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001733	9606	InterPro		P
UniProtKB	H0YKZ9	APH1B	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009294	9606	InterPro		P
UniProtKB	H0YKZ9	APH1B	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001693790	9606	UniProt		P
UniProtKB	H0YLT0	APH1B	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009294	9606	InterPro		P
UniProtKB	H0YLT0	APH1B	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001693790	9606	UniProt		P
UniProtKB	H0YM52	PSEN1	involved_in	GO:0016485	protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001108	9606	InterPro		P
UniProtKB	H0YNA5	SEC11A	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001733|InterPro:IPR019533	9606	InterPro		P
UniProtKB	H0YNG3	SEC11A	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001733|InterPro:IPR019533	9606	InterPro		P
UniProtKB	H0YNG3	SEC11A	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000143759	9606	UniProt		P
UniProtKB	H0YNX5	SEC11A	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001733|InterPro:IPR019533	9606	InterPro		P
UniProtKB	H0YNX5	SEC11A	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000143759	9606	UniProt		P
UniProtKB	J3KR88	CORIN	involved_in	GO:0016486	peptide hormone processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017052	9606	InterPro		P
UniProtKB	J3KR90	CORIN	involved_in	GO:0016486	peptide hormone processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017052	9606	InterPro		P
UniProtKB	K7EJQ7	SEC11C	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001733|InterPro:IPR019533	9606	InterPro		P
UniProtKB	K7EJQ7	SEC11C	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000143759	9606	UniProt		P
UniProtKB	O14672	ADAM10	involved_in	GO:0016485	protein processing	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q10741	9606	ARUK-UCL		P
UniProtKB	O14672	ADAM10	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35598|ensembl:ENSMUSP00000063839	9606	Ensembl		P
UniProtKB	O14672	ADAM10	involved_in	GO:0038004	epidermal growth factor receptor ligand maturation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35598|ensembl:ENSMUSP00000063839	9606	Ensembl		P
UniProtKB	O14672	ADAM10	involved_in	GO:0140448	signaling receptor ligand precursor processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35598|ensembl:ENSMUSP00000063839	9606	Ensembl		P
UniProtKB	O15072	ADAMTS3	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9Q287|ensembl:ENSMUSP00000132219	9606	Ensembl		P
UniProtKB	O15072	ADAMTS3	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:11408482		9606	BHF-UCL	has_input(UniProtKB:P05539)	P
UniProtKB	O15072	ADAMTS3	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:24552833		9606	BHF-UCL	has_input(UniProtKB:P97953)	P
UniProtKB	O15294	OGT	involved_in	GO:0016485	protein processing	ECO:0000315	IMP	PMID:28584052		9606	UniProt		P
